,ACCOUNT_ID,ACCOUNT_NM,ACCOUNT_INDUSTRY_NM,EMPLOYEE_COUNT,LOGACTIVEAGE,AOV_BAND,SUPPORT_LEVEL_NM,LIC_NUM_SFDC,LIC_NUM_USR_SFDC,LIC_NUM_USR_SFDC_14D,LIC_UTIL_OEM_ADJ_CUST,LIC_TLP_14D_SFDC,LIC_TLP_14D_CUST,LOG_DIST_CAMPAIGNS_USRS,LOG_DIST_EVENTS_UI_USRS,LOG_DIST_TASKS_UI_USRS,LOG_DIST_CUST_OBJ_UI_USRS,LOG_TOT_RPT_DSHBRD_VWS_PR_USR,LOG_DIST_DSHBRD_USR_VIEWS,LOG_DIST_QUOTES_UI_USRS,LOG_DIST_OPPTY_USRS,LOG_DIST_CASES_FEED_USRS,LOG_DIST_ENTITLEMENTS_UI_USRS,LOG_DIST_CASES_UI_USRS,LOG_DIST_SERVICE_CONSOLE_USRS,LOG_DIST_CASES_API_USRS,LOG_DIST_SOLUTIONS_UI_USRS,LOG_DIST_KNWLDG_SEARCH_USRS,LOG_DIST_CTI_USRS,LOG_DIST_SOAP_API_USRS,ORG_OPPT_SHARING_RULES_NUM,ORG_OPPTS_NUM,ORG_LEADS_PER_USER_NUM,ORG_LEADS_NUM,ORG_PRODUCTS_NUM,ORG_WORKFLOW_RULES_NUM,ORG_CUSTOM_APPS_NUM,ORG_ACCTS_NUM,ORG_CONTACTS_NUM,ORG_ACTIVITIES_NUM,ORG_CUSTOM_OBJECT_RECORDS_NUM,ORG_CASE_QUEUES_NUM,ORG_CASE_REC_TYPES_NUM,ORG_CASE_SHARING_RULES_NUM,ORG_CASES_NUM,ORG_SOLUTIONS_NUM,ORG_APEX_LOC_WRITTEN,CR_SETUP,CO_PHONE,CO_CHAT,CS_OOS,M_ESC_COMM_BIN_CNT,SLA1_MISS_CNT,NUM_MNTH_KA,NUM_MNTH_TRAIL,NUM_MNTH_VIDEO,NUM_MNTH_COMMUNITY,NUM_MNTH_WEBINAR,NUM_MNTH_CSR,LOW_CSAT_CASES_PCT,TOTAL_ACV,OPENPIPE_FTM,PIPEGEN_TTM,LOSTPIPE_TTM,GROWTH_PERCENTAGE_TTM,WIN_PERCENTAGE_TTM,ATTRITION_PERCENTAGE_TTM,TOTAL_OPTIES,PTBFLAG,FLAG,ACCOUNT_INDUSTRY_NM[T.Agriculture & Mining],ACCOUNT_INDUSTRY_NM[T.Education],"ACCOUNT_INDUSTRY_NM[T.Engineering, Construction, & Real Estate]",ACCOUNT_INDUSTRY_NM[T.Financial Services],ACCOUNT_INDUSTRY_NM[T.Healthcare & Life Sciences],ACCOUNT_INDUSTRY_NM[T.High Tech],"ACCOUNT_INDUSTRY_NM[T.Hospitality, Travel, & Transportation]",ACCOUNT_INDUSTRY_NM[T.Manufacturing],ACCOUNT_INDUSTRY_NM[T.Media & Communications],ACCOUNT_INDUSTRY_NM[T.Nonprofit Institutions],ACCOUNT_INDUSTRY_NM[T.Other],ACCOUNT_INDUSTRY_NM[T.Professional Services],ACCOUNT_INDUSTRY_NM[T.Public Sector],ACCOUNT_INDUSTRY_NM[T.Retail],AOV_BAND[T.$1-1K],AOV_BAND[T.$100K-200K],AOV_BAND[T.$10K-50K],AOV_BAND[T.$10M-25M],AOV_BAND[T.$1K-10K],AOV_BAND[T.$1M-5M],AOV_BAND[T.$200K-600K],AOV_BAND[T.$25M+],AOV_BAND[T.$50K-100K],AOV_BAND[T.$5M-10M],AOV_BAND[T.$600K-1M],AOV_BAND[T.0-1$],SUPPORT_LEVEL_NM[T.Basic],SUPPORT_LEVEL_NM[T.Other],SUPPORT_LEVEL_NM[T.Partner Premier + Account Manager],SUPPORT_LEVEL_NM[T.Premier],Prediction,y_test,y_pred
8940,00130000001iS0R,Coats Group PLC,Manufacturing,5589.0,3,$600K-1M,Basic,831.0,827.0,667.0,0.0,0.81,0.0,0.0,432.0,203.0,228.0,3.27,57.0,0.0,184.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,108.0,2.0,66511.0,7.16,5922.0,0.0,36.0,9.0,74914.0,76446.0,592507.0,1070590.0,29.0,7.0,0.0,2080.0,0.0,688.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56739.24,0.0,88234.8,57954.0,0.08,0.49,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0.0
102,0013000001EYHCE,"Peak 10, Inc",Media & Communications,250.0,2,$200K-600K,Basic,137.0,136.0,111.0,0.0,0.8200000000000001,0.0,19.0,12.0,60.0,53.0,15.93,49.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,41815.0,1026.63,139621.0,0.0,9.0,18.0,36242.0,96253.0,244127.0,85325.0,0.0,0.0,0.0,1.0,0.0,3966.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,136095.75,161412.56,350045.87,52537.56,1.45,0.72,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
4984,0013000000GJsnJ,National Leasing Group Inc,Financial Services,265.0,4,$200K-600K,Premier,134.0,133.0,128.0,0.0,0.96,0.0,50.0,6.0,25.0,111.0,4.01,14.0,0.0,92.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,118.0,33.0,671891.0,141.64000000000001,18838.0,0.0,139.0,12.0,632989.0,52611.0,454658.0,5413580.0,30.0,4.0,5.0,152890.0,1.0,42732.0,2.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52650.0,0.0,66783.0,31383.0,0.24,0.63,0.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
272,00100000001rsZy,Highmark - Group,Healthcare & Life Sciences,20000.0,3,$1M-5M,Premier,932.0,859.0,455.0,0.0,0.53,0.0,0.0,26.0,47.0,248.0,1.46,29.0,0.0,255.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,148.0,23.0,224714.0,79.10000000000001,67949.0,759.0,40.0,8.0,224235.0,119695.0,324193.0,3961373.0,13.0,2.0,0.0,9260.0,107.0,22916.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,162.0,440000.0,1012162.0,586800.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
7753,00100000002KMOw,Nexidia Inc.,High Tech,148.0,4,$200K-600K,Premier,173.0,156.0,138.0,1.0,0.88,0.09,5.0,5.0,26.0,145.0,4.61,7.0,6.0,65.0,0.0,0.0,152.0,0.0,0.0,3.0,3.0,0.0,20.0,5.0,4994.0,190.26,29680.0,153.0,177.0,27.0,3978.0,24424.0,70085.0,1281069.0,20.0,4.0,8.0,17596.0,29.0,3571.0,0.0,5.0,7.0,0.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160623.57,60000.0,158355.55000000002,2400.0,0.58,0.99,0.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
8420,0013000000BNsqg,Partena HR,Professional Services,3400.0,1,$600K-1M,Premier,1051.0,260.0,140.0,0.0,0.54,0.0,14.0,41.0,45.0,80.0,6.88,24.0,0.0,87.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,83.0,25.0,35330.0,0.9400000000000001,244.0,382.0,28.0,3.0,419717.0,454144.0,143472.0,2663508.0,1.0,1.0,0.0,1.0,0.0,2807.0,0.0,1.0,2.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165888.0,199368.0,32400.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
2071,0013000000rnnrv,BUNN*,Manufacturing,1000.0,3,$600K-1M,Premier,519.0,395.0,351.0,0.0,0.89,0.0,4.0,55.0,163.0,578.0,32.25,58.0,0.0,69.0,0.0,0.0,252.0,0.0,75.0,10.0,0.0,42.0,466.0,25.0,3949.0,29.98,11844.0,23863.0,186.0,11.0,384406.0,508580.0,307764.0,15450737.0,21.0,21.0,29.0,888342.0,381.0,15557.0,3.0,2.0,2.0,8.0,0.0,97.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,262880.63,763010.0,865095.6900000001,36360.0,0.6,0.88,0.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
2983,00130000000yf6t,iSentia Pty Ltd,High Tech,800.0,4,$200K-600K,Basic,178.0,176.0,149.0,0.33,0.85,0.8,19.0,40.0,94.0,68.0,15.91,46.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,43128.0,1.02,180.0,46.0,17.0,11.0,51706.0,108548.0,1742465.0,241813.0,0.0,2.0,0.0,15.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,116677.17,0.0,116677.17,0.0,0.61,1.0,2.39,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
9491,0013000000NQhgD,Merrill Communications LFTS,Manufacturing,5210.0,3,$600K-1M,Premier,547.0,547.0,492.0,0.0,0.9,0.0,125.0,187.0,310.0,295.0,14.83,116.0,1.0,325.0,2.0,0.0,159.0,143.0,0.0,0.0,168.0,28.0,235.0,18.0,90896.0,604.72,330784.0,79.0,190.0,23.0,105626.0,453275.0,14258720.0,1281770.0,13.0,5.0,2.0,116158.0,60.0,2054.0,0.0,2.0,12.0,3.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,190054.56,134080.76,244293.36000000002,9072.0,0.28,0.9500000000000001,0.0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
673,00130000004Y1su,Ipreo Holdings Llc,Financial Services,600.0,4,$200K-600K,Premier,468.0,429.0,352.0,0.0,0.8200000000000001,0.0,40.0,106.0,186.0,279.0,8.61,61.0,0.0,179.0,0.0,2.0,119.0,18.0,67.0,0.0,0.0,0.0,246.0,10.0,9972.0,4.26,1829.0,138.0,60.0,7.0,28534.0,161442.0,1201470.0,127287.0,3.0,0.0,0.0,30822.0,0.0,7374.0,8.0,3.0,5.0,8.0,5.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,210934.67,141240.02,356842.52,4667.85,0.9400000000000001,0.98,0.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
7512,00130000002xCfl,Phonographic Performance Ltd.,Media & Communications,264.0,3,$200K-600K,Premier,149.0,105.0,94.0,0.0,0.9,0.0,2.0,0.0,43.0,866.0,36.19,8.0,0.0,0.0,1.0,0.0,562.0,8.0,2.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,70.0,7.0,611596.0,568508.0,129771.0,6184418.0,1.0,30.0,3.0,2647517.0,12.0,30508.0,0.0,10.0,1.0,1.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85033.82,162400.0,293949.10000000003,36250.0,0.36,0.7000000000000001,0.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
6641,0013000000RYd27,Astellas US LLC,Healthcare & Life Sciences,800.0,3,$200K-600K,Premier,62.0,62.0,46.0,1.0,0.74,0.8200000000000001,0.0,18.0,11.0,625.0,1.33,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,1074.0,0.0,0.0,0.0,0.0,17.0,207.0,12.0,819359.0,708820.0,5342999.0,69822205.0,44.0,1.0,0.0,134.0,274.0,34394.0,0.0,2.0,5.0,2.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56208.03,331800.0,344943.5,20000.0,0.14,0.74,0.01,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
9503,00100000001TIwe,Pfizer Inc.*,Healthcare & Life Sciences,103700.0,3,$600K-1M,Premier,691.0,608.0,139.0,0.92,0.23,0.42,0.0,0.0,19.0,94.0,0.88,8.0,39.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,66.0,13033.0,0.01,4.0,38741.0,48.0,8.0,16117.0,631.0,6520.0,6924090.0,152.0,0.0,0.0,0.0,0.0,24754.0,0.0,2.0,2.0,2.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99490.56,630500.0,793950.56,0.0,0.16,1.0,0.46,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
981,0013000000LzHUQ,Applause,Professional Services,160.0,4,$200K-600K,Basic,202.0,195.0,184.0,0.0,0.9400000000000001,0.0,36.0,5.0,150.0,105.0,30.78,81.0,1.0,177.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,70.0,17.0,19639.0,1939.6200000000001,378225.0,144.0,95.0,14.0,43007.0,152029.0,1905923.0,320975.0,0.0,0.0,0.0,146.0,1.0,779.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,127448.51000000001,147665.09,232033.6,25200.0,0.5,0.8300000000000001,0.18,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
6381,00130000002XFjk,Allegis Group Solutions Inc.,Professional Services,85000.0,4,$200K-600K,Premier,652.0,648.0,373.0,0.0,0.58,0.0,4.0,6.0,86.0,220.0,3.46,39.0,0.0,21.0,0.0,0.0,205.0,0.0,1.0,0.0,0.0,1.0,108.0,3.0,2874.0,26.740000000000002,17327.0,210.0,90.0,12.0,7398.0,544545.0,942793.0,371043.0,5.0,38.0,9.0,475565.0,9630.0,4368.0,0.0,4.0,0.0,3.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78529.14,10500.0,78529.14,0.0,0.14,1.0,0.02,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
4580,0013000001CAyP6,"Qianxin Technology Co., Ltd.",High Tech,5738.0,1,$100K-200K,Basic,400.0,398.0,320.0,0.0,0.8,0.0,0.0,0.0,0.0,316.0,4.17,18.0,215.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,7957.0,0.01,4.0,1792.0,44.0,10.0,30887.0,377.0,176.0,104262.0,2.0,0.0,0.0,0.0,0.0,8692.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,170000.0,0.0,170000.0,0.0,1.0,1.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0
3512,0013000000rnnEK,GMC Software Technology,High Tech,320.0,3,$600K-1M,Premier,402.0,341.0,271.0,0.0,0.79,0.0,22.0,25.0,56.0,210.0,14.36,81.0,2.0,168.0,0.0,35.0,131.0,2.0,42.0,0.0,42.0,0.0,202.0,16.0,11607.0,82.39,28096.0,174.0,198.0,15.0,18848.0,38346.0,1029000.0,191081.0,46.0,4.0,6.0,118123.0,7.0,2646.0,0.0,0.0,5.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,5.88,146713.94,0.0,95887.45,37000.0,0.26,0.8,0.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
8852,00130000002xDAv,ECCO Sko A/S,Manufacturing,750.0,2,$200K-600K,Premier,310.0,303.0,228.0,0.0,0.75,0.0,0.0,74.0,57.0,161.0,1.79,20.0,0.0,1.0,41.0,0.0,53.0,44.0,0.0,0.0,0.0,46.0,127.0,0.0,2.0,1.61,489.0,0.0,44.0,5.0,43076.0,25337.0,400024.0,2025306.0,28.0,10.0,1.0,68765.0,0.0,12889.0,0.0,7.0,6.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,206253.9,159997.0,87440.21,11988.0,0.5700000000000001,0.9500000000000001,26.1,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
6153,0013000000Jhywe,Stratasys Ltd (Objet),High Tech,1155.0,3,$600K-1M,Premier,597.0,561.0,471.0,0.0,0.84,0.0,361.0,44.0,209.0,419.0,45.82,235.0,3.0,457.0,0.0,2.0,183.0,29.0,8.0,14.0,0.0,24.0,399.0,17.0,312455.0,2218.84,1244769.0,30709.0,478.0,13.0,286502.0,378186.0,2481061.0,6707891.0,363.0,3.0,75.0,469955.0,641.0,86484.0,0.0,15.0,18.0,7.0,3.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472860.25,37540.14,472860.25,0.0,0.59,1.0,0.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
222,00130000001Yd0V,CU Direct,Financial Services,275.0,4,$200K-600K,Basic,205.0,194.0,154.0,0.0,0.79,0.0,4.0,78.0,52.0,105.0,8.46,36.0,0.0,78.0,18.0,0.0,51.0,18.0,0.0,0.0,30.0,0.0,91.0,1.0,11060.0,23.07,4476.0,54.0,55.0,8.0,41175.0,201314.0,392631.0,299549.0,3.0,4.0,14.0,83984.0,0.0,3594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
4069,00100000000iqLN,"Wellington Management Company, LLP",Financial Services,2200.0,2,$1M-5M,Premier,1102.0,1070.0,675.0,0.0,0.63,0.0,5.0,258.0,164.0,562.0,2.2,56.0,0.0,168.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,551.0,2.0,24940.0,0.0,4.0,2131.0,201.0,4.0,43574.0,180922.0,398286.0,4349354.0,49.0,3.0,8.0,11215.0,0.0,124791.0,3.0,3.0,15.0,9.0,3.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,538099.01,297500.0,968899.0,569375.0,0.5,0.49,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
6843,0013000001M0XmF,NIKON CORPORATION,High Tech,5672.0,0,$100K-200K,Premier,56.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,13.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,4.0,0.0,1.0,0.0,4.0,7.0,20.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323989.27,748491.66,984511.87,0.0,1.0,1.0,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
7498,001300000098yEF,Lend Lease Management Services Limited,"Engineering, Construction, & Real Estate",9815.0,4,$200K-600K,Premier,327.0,316.0,164.0,0.0,0.52,0.0,33.0,4.0,68.0,85.0,20.830000000000002,77.0,0.0,97.0,0.0,0.0,41.0,0.0,4.0,1.0,0.0,0.0,77.0,125.0,395800.0,643.99,203502.0,1548.0,246.0,20.0,312809.0,402343.0,6054001.0,1794461.0,172.0,13.0,12.0,33325.0,597.0,28688.0,0.0,3.0,3.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13183.62,515638.0,218607.62,35500.0,0.02,0.27,2.81,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
5080,0013000000LE9Cg,"JAMF Software, LLC",High Tech,479.0,3,$1M-5M,Premier,910.0,573.0,545.0,0.0,0.9500000000000001,0.0,97.0,0.0,280.0,436.0,29.88,179.0,155.0,322.0,36.0,0.0,336.0,72.0,45.0,7.0,0.0,118.0,313.0,2.0,80422.0,351.22,201249.0,311.0,341.0,27.0,290857.0,273220.0,2373328.0,18812922.0,6.0,6.0,0.0,222246.0,8738.0,8692.0,2.0,0.0,3.0,4.0,1.0,203.0,0.0,0.0,2.0,0.0,0.0,0.0,0.49,362214.12,261990.9,515353.48000000004,27015.0,0.43,0.93,0.01,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
9012,0013000000Ljoyj,BT Business,Media & Communications,3378.0,3,$1M-5M,Premier,3151.0,3066.0,2812.0,0.0,0.92,0.0,382.0,468.0,846.0,2037.0,15.59,820.0,0.0,2184.0,0.0,0.0,865.0,0.0,130.0,0.0,0.0,0.0,652.0,61.0,2017612.0,171.54,525951.0,281.0,318.0,16.0,5161261.0,5983686.0,3694155.0,15976301.0,70.0,6.0,102.0,212051.0,4.0,49435.0,0.0,4.0,18.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,50048.4,1178083.6,1370863.84,449500.0,0.03,0.1,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,1.0
1618,0013000000ZjmfH,SIN Implante,Healthcare & Life Sciences,330.0,3,$200K-600K,Premier,157.0,150.0,148.0,0.0,0.99,0.0,19.0,76.0,37.0,111.0,53.63,5.0,30.0,140.0,0.0,0.0,130.0,0.0,0.0,6.0,0.0,0.0,20.0,18.0,364594.0,1.95,293.0,934.0,165.0,1.0,62129.0,50349.0,576043.0,1355886.0,21.0,0.0,0.0,138940.0,1868.0,8696.0,0.0,1.0,2.0,6.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,40207.8,0.0,40207.8,0.0,0.17,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
4797,0013000001CBQVV,"Laird Technologies, Inc.",Manufacturing,1440.0,2,$600K-1M,Premier,527.0,495.0,359.0,0.0,0.73,0.0,19.0,4.0,124.0,282.0,10.120000000000001,114.0,8.0,308.0,17.0,0.0,26.0,19.0,19.0,0.0,20.0,0.0,304.0,18.0,27036.0,78.31,38765.0,604.0,64.0,14.0,32508.0,53203.0,141406.0,239609.0,28.0,2.0,1.0,10932.0,18.0,14402.0,2.0,0.0,3.0,4.0,2.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31591.83,319891.64,340597.59,0.0,0.04,1.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
2081,00130000009NnSX,"Red Robin International, Inc.",Retail,23198.0,3,$600K-1M,Basic,48.0,42.0,30.0,0.0,0.71,0.0,3.0,0.0,6.0,19.0,64.88,14.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,0.0,12.0,0.0,18.0,0.0,8.0,0.1,4.0,0.0,24.0,5.0,1519.0,8553723.0,643739.0,8920119.0,5.0,2.0,0.0,723976.0,0.0,13005.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15593.28,901500.0,73672.88,69200.0,0.17,0.18,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0.0
1140,0013000000NP3vD,NATIXIS SA,Financial Services,400.0,2,$100K-200K,Premier,277.0,254.0,181.0,0.0,0.71,0.0,1.0,14.0,23.0,103.0,7.08,25.0,16.0,69.0,0.0,0.0,96.0,0.0,1.0,0.0,0.0,0.0,38.0,28.0,1084.0,0.01,3.0,0.0,266.0,4.0,601444.0,274332.0,3663.0,3626778.0,22.0,29.0,36.0,78886.0,0.0,16228.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,116328.96,28085.62,58008.96,0.0,1.79,1.0,0.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
890,0013000000FfiDh,"Nexius Insights, Inc.",High Tech,1000.0,4,$200K-600K,Premier,167.0,135.0,126.0,1.0,0.93,0.85,2.0,3.0,12.0,604.0,4.94,9.0,0.0,18.0,0.0,0.0,55.0,0.0,1.0,1.0,0.0,0.0,610.0,8.0,14352.0,1.19,161.0,109643.0,351.0,42.0,8626.0,64377.0,577577.0,33793026.0,25.0,21.0,12.0,150397.0,426.0,59619.0,1.0,2.0,1.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.0,0.0,21030.0,18000.0,0.01,0.14,0.01,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
1621,0013000000I3fvi,On Deck Capital Inc,Financial Services,1186.0,4,$1M-5M,Premier,759.0,708.0,558.0,0.0,0.79,0.0,11.0,4.0,160.0,464.0,5231.92,309.0,0.0,494.0,0.0,0.0,376.0,0.0,3.0,0.0,0.0,332.0,378.0,80.0,768674.0,12928.29,9153227.0,0.0,802.0,14.0,515961.0,753588.0,12987068.0,75064693.0,98.0,15.0,2.0,450571.0,21.0,33617.0,4.0,30.0,5.0,7.0,0.0,79.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,582022.25,183000.0,793198.25,0.0,0.62,1.0,0.0,14.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
